datetime,open,high,low,close,
2022.01.06 02:00:00,0.92129,0.92148,0.92051,0.9209,
2022.01.06 03:00:00,0.9209,0.921,0.92015,0.92096,
2022.01.06 04:00:00,0.92096,0.921,0.91966,0.92005,
2022.01.06 05:00:00,0.92005,0.92015,0.91873,0.91924,
2022.01.06 06:00:00,0.91925,0.91936,0.9177,0.91805,
2022.01.06 07:00:00,0.91805,0.91815,0.91713,0.91744,
2022.01.06 08:00:00,0.91742,0.91745,0.91651,0.91681,
2022.01.06 09:00:00,0.91679,0.91696,0.91584,0.91632,
2022.01.06 10:00:00,0.91632,0.9166,0.91544,0.91562,
2022.01.06 11:00:00,0.91565,0.91581,0.91454,0.91495,
2022.01.06 12:00:00,0.91495,0.9157,0.91459,0.9157,
2022.01.06 13:00:00,0.91564,0.91615,0.91507,0.91595,
2022.01.06 14:00:00,0.91592,0.91645,0.91511,0.91525,
2022.01.06 15:00:00,0.91522,0.916,0.9139,0.91416,
2022.01.06 16:00:00,0.91414,0.91448,0.91337,0.91375,
2022.01.06 17:00:00,0.91375,0.91489,0.91257,0.91285,
2022.01.06 18:00:00,0.91285,0.91403,0.91169,0.91212,
2022.01.06 19:00:00,0.91212,0.9122,0.9111,0.91146,
2022.01.06 20:00:00,0.91141,0.91193,0.91136,0.9118,
2022.01.06 21:00:00,0.9118,0.91244,0.91169,0.91199,
2022.01.06 22:00:00,0.91199,0.91252,0.91146,0.91168,
2022.01.06 23:00:00,0.91173,0.9122,0.91133,0.91145,
2022.01.07 00:00:00,0.91121,0.91232,0.91028,0.91108,
2022.01.07 01:00:00,0.91108,0.91195,0.911,0.91176,
2022.01.07 02:00:00,0.91176,0.91223,0.91124,0.91145,
2022.01.07 03:00:00,0.91145,0.91203,0.91137,0.91157,
2022.01.07 04:00:00,0.91157,0.91181,0.91121,0.91164,
2022.01.07 05:00:00,0.91166,0.91179,0.91093,0.91101,
2022.01.07 06:00:00,0.91105,0.91105,0.90982,0.91007,
2022.01.07 07:00:00,0.91007,0.91055,0.90999,0.91052,
2022.01.07 08:00:00,0.91052,0.91054,0.90959,0.90963,
2022.01.07 09:00:00,0.90963,0.91045,0.90961,0.9103,
2022.01.07 10:00:00,0.9103,0.91046,0.90925,0.90978,
2022.01.07 11:00:00,0.90978,0.9103,0.90937,0.9097,
2022.01.07 12:00:00,0.9097,0.91002,0.9095,0.90997,
2022.01.07 13:00:00,0.90997,0.91039,0.90965,0.91005,
2022.01.07 14:00:00,0.91006,0.91008,0.90957,0.90969,
2022.01.07 15:00:00,0.90968,0.90978,0.90707,0.90831,
2022.01.07 16:00:00,0.9083,0.91038,0.90825,0.90935,
2022.01.07 17:00:00,0.90935,0.90979,0.90692,0.90805,
2022.01.07 18:00:00,0.90805,0.90855,0.90737,0.9084,
2022.01.07 19:00:00,0.9084,0.90868,0.90769,0.90784,
2022.01.07 20:00:00,0.90785,0.90831,0.90766,0.90791,
2022.01.07 21:00:00,0.9079,0.90827,0.90757,0.90775,
2022.01.07 22:00:00,0.90775,0.90789,0.9073,0.90785,
2022.01.07 23:00:00,0.90785,0.90835,0.9073,0.908,
2022.01.10 00:00:00,0.90686,0.90774,0.90644,0.9076,
2022.01.10 01:00:00,0.90774,0.90835,0.90735,0.90788,
2022.01.10 02:00:00,0.90788,0.90845,0.9077,0.90815,
2022.01.10 03:00:00,0.90815,0.9093,0.90802,0.90893,
2022.01.10 04:00:00,0.90893,0.90939,0.90882,0.90921,
2022.01.10 05:00:00,0.90921,0.90952,0.90909,0.9091,
2022.01.10 06:00:00,0.9091,0.90973,0.9091,0.90928,
2022.01.10 07:00:00,0.90927,0.90968,0.90921,0.90922,
2022.01.10 08:00:00,0.90922,0.91016,0.90917,0.90979,
2022.01.10 09:00:00,0.90977,0.90983,0.90913,0.90917,
2022.01.10 10:00:00,0.90915,0.90952,0.9074,0.90802,
2022.01.10 11:00:00,0.90802,0.90825,0.90747,0.90755,
2022.01.10 12:00:00,0.90755,0.90871,0.90732,0.90841,
2022.01.10 13:00:00,0.90842,0.90866,0.90773,0.9082,
2022.01.10 14:00:00,0.90823,0.90912,0.908,0.90853,
2022.01.10 15:00:00,0.90853,0.9089,0.90811,0.90818,
2022.01.10 16:00:00,0.90817,0.90894,0.90707,0.90765,
2022.01.10 17:00:00,0.90764,0.90825,0.90703,0.90783,
2022.01.10 18:00:00,0.90786,0.90945,0.90766,0.90908,
2022.01.10 19:00:00,0.90909,0.91002,0.90877,0.90964,
2022.01.10 20:00:00,0.90964,0.90984,0.90899,0.90914,
2022.01.10 21:00:00,0.90913,0.90921,0.90867,0.90909,
2022.01.10 22:00:00,0.90909,0.90992,0.9089,0.90959,
2022.01.10 23:00:00,0.90959,0.91001,0.90913,0.9095,
2022.01.11 00:00:00,0.90815,0.90933,0.90815,0.90905,
2022.01.11 01:00:00,0.90888,0.90991,0.90884,0.9094,
2022.01.11 02:00:00,0.9094,0.91023,0.90928,0.90985,
2022.01.11 03:00:00,0.90985,0.9099,0.90878,0.9091,
2022.01.11 04:00:00,0.90911,0.90964,0.90875,0.90952,
2022.01.11 05:00:00,0.90952,0.91014,0.90946,0.90951,
2022.01.11 06:00:00,0.90951,0.90965,0.9091,0.90932,
2022.01.11 07:00:00,0.90931,0.90983,0.9091,0.9095,
2022.01.11 08:00:00,0.9095,0.90981,0.90768,0.90823,
2022.01.11 09:00:00,0.90821,0.90916,0.90795,0.90913,
2022.01.11 10:00:00,0.90913,0.90927,0.90812,0.90833,
2022.01.11 11:00:00,0.90833,0.90868,0.90767,0.90811,
2022.01.11 12:00:00,0.90813,0.9084,0.90768,0.90772,
2022.01.11 13:00:00,0.90772,0.90778,0.90699,0.90729,
2022.01.11 14:00:00,0.90731,0.9077,0.90647,0.9065,
2022.01.11 15:00:00,0.9065,0.90715,0.9056,0.90635,
2022.01.11 16:00:00,0.90631,0.90643,0.90565,0.90592,
2022.01.11 17:00:00,0.90592,0.9068,0.9057,0.90667,
2022.01.11 18:00:00,0.90667,0.90732,0.90605,0.90652,
2022.01.11 19:00:00,0.90652,0.90709,0.90593,0.90598,
2022.01.11 20:00:00,0.90598,0.90671,0.90571,0.90664,
2022.01.11 21:00:00,0.90664,0.90738,0.9066,0.90691,
2022.01.11 22:00:00,0.90691,0.9072,0.90651,0.90679,
2022.01.11 23:00:00,0.90682,0.90713,0.9061,0.90642,
2022.01.12 00:00:00,0.90642,0.90697,0.90593,0.90622,
2022.01.12 01:00:00,0.90621,0.90688,0.90608,0.90681,
2022.01.12 02:00:00,0.90679,0.90696,0.90637,0.90659,
2022.01.12 03:00:00,0.90659,0.9066,0.90558,0.90598,
2022.01.12 04:00:00,0.90598,0.906,0.90525,0.90565,
2022.01.12 05:00:00,0.90565,0.90624,0.9056,0.90621,
2022.01.12 06:00:00,0.90621,0.90626,0.90581,0.906,
2022.01.12 07:00:00,0.90604,0.90607,0.90548,0.90606,
2022.01.12 08:00:00,0.90604,0.90661,0.90583,0.90615,
2022.01.12 09:00:00,0.90615,0.90667,0.9053,0.90595,
2022.01.12 10:00:00,0.90595,0.90606,0.90461,0.90489,
2022.01.12 11:00:00,0.90489,0.905,0.90431,0.90494,
2022.01.12 12:00:00,0.90494,0.90514,0.90373,0.90383,
2022.01.12 13:00:00,0.90386,0.90462,0.90371,0.9046,
2022.01.12 14:00:00,0.9046,0.9058,0.90445,0.905,
2022.01.12 15:00:00,0.90504,0.90774,0.90408,0.9075,
2022.01.12 16:00:00,0.9075,0.90956,0.90726,0.90945,
2022.01.12 17:00:00,0.90948,0.91082,0.90898,0.90927,
2022.01.12 18:00:00,0.90927,0.90997,0.9089,0.90986,
2022.01.12 19:00:00,0.90986,0.91048,0.90948,0.91033,
2022.01.12 20:00:00,0.91033,0.91065,0.91017,0.91033,
2022.01.12 21:00:00,0.91033,0.91172,0.91022,0.91155,
2022.01.12 22:00:00,0.91157,0.91164,0.911,0.91145,
2022.01.12 23:00:00,0.91149,0.91166,0.9107,0.911,
2022.01.13 00:00:00,0.91088,0.91093,0.91019,0.91057,
2022.01.13 01:00:00,0.91056,0.91108,0.91042,0.91042,
2022.01.13 02:00:00,0.91041,0.91108,0.91021,0.91073,
2022.01.13 03:00:00,0.91073,0.91087,0.91005,0.91012,
2022.01.13 04:00:00,0.91011,0.91084,0.90985,0.91065,
2022.01.13 05:00:00,0.91066,0.91102,0.91038,0.91095,
2022.01.13 06:00:00,0.91095,0.91122,0.91052,0.91092,
2022.01.13 07:00:00,0.91092,0.91114,0.91055,0.91072,
2022.01.13 08:00:00,0.91072,0.91089,0.91032,0.9105,
2022.01.13 09:00:00,0.9105,0.91211,0.91047,0.91153,
2022.01.13 10:00:00,0.91154,0.91238,0.91139,0.91192,
2022.01.13 11:00:00,0.91194,0.91261,0.91155,0.91243,
2022.01.13 12:00:00,0.91243,0.91282,0.91195,0.91197,
2022.01.13 13:00:00,0.91196,0.91225,0.91102,0.91105,
2022.01.13 14:00:00,0.91106,0.91137,0.91046,0.91057,
2022.01.13 15:00:00,0.9106,0.91112,0.91004,0.91045,
2022.01.13 16:00:00,0.91047,0.91119,0.9102,0.9106,
2022.01.13 17:00:00,0.9106,0.91143,0.9101,0.91122,
2022.01.13 18:00:00,0.91122,0.91192,0.91076,0.91109,
2022.01.13 19:00:00,0.91111,0.91111,0.91025,0.91063,
2022.01.13 20:00:00,0.91063,0.91092,0.91032,0.91048,
2022.01.13 21:00:00,0.91048,0.91075,0.91025,0.91045,
2022.01.13 22:00:00,0.91045,0.91098,0.91015,0.91077,
2022.01.13 23:00:00,0.91078,0.91163,0.91039,0.9114,
2022.01.14 00:00:00,0.91168,0.91168,0.91011,0.91073,
2022.01.14 01:00:00,0.91073,0.91107,0.91059,0.91073,
2022.01.14 02:00:00,0.91075,0.91104,0.91032,0.9107,
2022.01.14 03:00:00,0.9107,0.91091,0.90973,0.90984,
2022.01.14 04:00:00,0.90986,0.91021,0.90951,0.91005,
2022.01.14 05:00:00,0.91005,0.91006,0.90946,0.90987,
2022.01.14 06:00:00,0.90986,0.91031,0.90969,0.9103,
2022.01.14 07:00:00,0.9103,0.91052,0.90988,0.91012,
2022.01.14 08:00:00,0.91012,0.91055,0.90968,0.90969,
2022.01.14 09:00:00,0.90969,0.91026,0.90955,0.9098,
2022.01.14 10:00:00,0.9098,0.91062,0.90773,0.9078,
2022.01.14 11:00:00,0.9078,0.90848,0.90731,0.90763,
2022.01.14 12:00:00,0.90763,0.908,0.90746,0.90777,
2022.01.14 13:00:00,0.90777,0.90792,0.90682,0.90685,
2022.01.14 14:00:00,0.90685,0.9076,0.90677,0.9071,
2022.01.14 15:00:00,0.90709,0.90735,0.90577,0.90665,
2022.01.14 16:00:00,0.90665,0.90779,0.90625,0.90734,
2022.01.14 17:00:00,0.90735,0.90754,0.90633,0.90714,
2022.01.14 18:00:00,0.90715,0.9073,0.90616,0.90623,
2022.01.14 19:00:00,0.90623,0.90629,0.90485,0.90487,
2022.01.14 20:00:00,0.9049,0.90528,0.90439,0.90504,
2022.01.14 21:00:00,0.90504,0.90572,0.90499,0.9054,
2022.01.14 22:00:00,0.9054,0.90585,0.90516,0.90581,
2022.01.14 23:00:00,0.90582,0.90587,0.90484,0.90522,
2022.01.17 00:00:00,0.90436,0.90542,0.90436,0.90471,
2022.01.17 01:00:00,0.90494,0.90557,0.90482,0.90497,
2022.01.17 02:00:00,0.90497,0.90521,0.9039,0.90411,
2022.01.17 03:00:00,0.90412,0.90427,0.90297,0.90304,
2022.01.17 04:00:00,0.9031,0.90434,0.903,0.90421,
2022.01.17 05:00:00,0.90421,0.9044,0.90391,0.90417,
2022.01.17 06:00:00,0.90417,0.90438,0.90357,0.90369,
2022.01.17 07:00:00,0.90369,0.90405,0.90351,0.90352,
2022.01.17 08:00:00,0.90352,0.9041,0.90318,0.90341,
2022.01.17 09:00:00,0.90341,0.90392,0.90334,0.90388,
2022.01.17 10:00:00,0.9039,0.90392,0.90303,0.90303,
2022.01.17 11:00:00,0.90303,0.90356,0.90257,0.90276,
2022.01.17 12:00:00,0.90276,0.90325,0.90256,0.90308,
2022.01.17 13:00:00,0.90308,0.90397,0.90302,0.90375,
2022.01.17 14:00:00,0.90373,0.90455,0.90351,0.90354,
2022.01.17 15:00:00,0.90353,0.9038,0.90312,0.9037,
2022.01.17 16:00:00,0.9037,0.90385,0.90331,0.9038,
2022.01.17 17:00:00,0.90379,0.9038,0.90216,0.90278,
2022.01.17 18:00:00,0.90278,0.90298,0.90217,0.90221,
2022.01.17 19:00:00,0.90221,0.9027,0.90204,0.90264,
2022.01.17 20:00:00,0.90264,0.9031,0.90254,0.90295,
2022.01.17 21:00:00,0.90295,0.9031,0.90254,0.90263,
2022.01.17 22:00:00,0.90263,0.90305,0.90261,0.90286,
2022.01.17 23:00:00,0.90286,0.903,0.90233,0.90255,
2022.01.18 00:00:00,0.90238,0.90278,0.90147,0.90223,
2022.01.18 01:00:00,0.90218,0.90257,0.90166,0.90254,
2022.01.18 02:00:00,0.90255,0.90267,0.90216,0.90243,
2022.01.18 03:00:00,0.90243,0.90291,0.90224,0.90247,
2022.01.18 04:00:00,0.90247,0.90259,0.90162,0.90193,
2022.01.18 05:00:00,0.90193,0.90219,0.89991,0.90028,
2022.01.18 06:00:00,0.90028,0.90059,0.89938,0.90056,
2022.01.18 07:00:00,0.90056,0.90059,0.89984,0.90025,
2022.01.18 08:00:00,0.90025,0.90086,0.89985,0.90064,
2022.01.18 09:00:00,0.90064,0.90093,0.90016,0.90035,
2022.01.18 10:00:00,0.90035,0.90068,0.89886,0.89995,
2022.01.18 11:00:00,0.89996,0.90047,0.89971,0.90036,
2022.01.18 12:00:00,0.90036,0.90063,0.89929,0.89932,
2022.01.18 13:00:00,0.89931,0.89971,0.898,0.89835,
2022.01.18 14:00:00,0.89835,0.89944,0.89827,0.8991,
2022.01.18 15:00:00,0.8991,0.89971,0.89849,0.899,
2022.01.18 16:00:00,0.899,0.89983,0.89866,0.89913,
2022.01.18 17:00:00,0.89913,0.90062,0.89909,0.90055,
2022.01.18 18:00:00,0.90057,0.90125,0.90006,0.90112,
2022.01.18 19:00:00,0.90111,0.90129,0.90035,0.90079,
2022.01.18 20:00:00,0.90078,0.90091,0.90029,0.90038,
2022.01.18 21:00:00,0.90038,0.90046,0.89844,0.89845,
2022.01.18 22:00:00,0.89849,0.89899,0.89828,0.89887,
2022.01.18 23:00:00,0.89891,0.89926,0.89853,0.89895,
2022.01.19 00:00:00,0.89888,0.8989,0.89823,0.89847,
2022.01.19 01:00:00,0.89846,0.89903,0.89812,0.89823,
2022.01.19 02:00:00,0.89823,0.89893,0.89762,0.8985,
2022.01.19 03:00:00,0.8985,0.89873,0.89812,0.89834,
2022.01.19 04:00:00,0.89834,0.8987,0.89787,0.89866,
2022.01.19 05:00:00,0.89866,0.89895,0.89778,0.89839,
2022.01.19 06:00:00,0.89839,0.89895,0.89823,0.89842,
2022.01.19 07:00:00,0.89842,0.89895,0.89829,0.89893,
2022.01.19 08:00:00,0.89893,0.90003,0.89875,0.89992,
2022.01.19 09:00:00,0.89991,0.90005,0.89889,0.89893,
2022.01.19 10:00:00,0.89893,0.8994,0.89816,0.89856,
2022.01.19 11:00:00,0.89856,0.89911,0.89815,0.89886,
2022.01.19 12:00:00,0.89886,0.89981,0.8987,0.89974,
2022.01.19 13:00:00,0.89975,0.89985,0.8993,0.8997,
2022.01.19 14:00:00,0.89968,0.90022,0.89928,0.89981,
2022.01.19 15:00:00,0.89981,0.90151,0.89939,0.90145,
2022.01.19 16:00:00,0.90145,0.9044,0.90131,0.90365,
2022.01.19 17:00:00,0.90368,0.90435,0.90302,0.90381,
2022.01.19 18:00:00,0.90384,0.90395,0.90271,0.9033,
2022.01.19 19:00:00,0.90331,0.90333,0.90249,0.90288,
2022.01.19 20:00:00,0.9029,0.90322,0.90257,0.90287,
2022.01.19 21:00:00,0.90288,0.90291,0.9022,0.90234,
2022.01.19 22:00:00,0.90235,0.90266,0.90182,0.90225,
2022.01.19 23:00:00,0.90222,0.90265,0.90197,0.90245,
2022.01.20 00:00:00,0.90224,0.90228,0.90147,0.902,
2022.01.20 01:00:00,0.90197,0.9032,0.90176,0.90273,
2022.01.20 02:00:00,0.90273,0.90481,0.9026,0.9047,
2022.01.20 03:00:00,0.9047,0.90675,0.90415,0.90518,
2022.01.20 04:00:00,0.90521,0.90521,0.90419,0.90463,
2022.01.20 05:00:00,0.90463,0.90486,0.90401,0.9041,
2022.01.20 06:00:00,0.9041,0.90428,0.90378,0.90407,
2022.01.20 07:00:00,0.90407,0.90424,0.90238,0.9026,
2022.01.20 08:00:00,0.9026,0.90309,0.90258,0.90296,
2022.01.20 09:00:00,0.90292,0.90401,0.90272,0.9035,
2022.01.20 10:00:00,0.9035,0.90423,0.90335,0.9039,
2022.01.20 11:00:00,0.9039,0.90395,0.90295,0.90295,
2022.01.20 12:00:00,0.90295,0.90443,0.9029,0.90416,
2022.01.20 13:00:00,0.90414,0.90453,0.90347,0.90434,
2022.01.20 14:00:00,0.90433,0.90477,0.90389,0.90435,
2022.01.20 15:00:00,0.90433,0.90622,0.90386,0.9057,
2022.01.20 16:00:00,0.90568,0.90653,0.90529,0.90642,
2022.01.20 17:00:00,0.90642,0.90722,0.90558,0.90585,
2022.01.20 18:00:00,0.9059,0.90645,0.90533,0.90536,
2022.01.20 19:00:00,0.90535,0.9059,0.90446,0.9046,
2022.01.20 20:00:00,0.90457,0.90467,0.90358,0.90359,
2022.01.20 21:00:00,0.9036,0.90379,0.90312,0.90317,
2022.01.20 22:00:00,0.90317,0.90378,0.90267,0.90373,
2022.01.20 23:00:00,0.90373,0.90415,0.90315,0.9036,
2022.01.21 00:00:00,0.90343,0.90376,0.90283,0.90304,
2022.01.21 01:00:00,0.90304,0.90348,0.90154,0.90208,
2022.01.21 02:00:00,0.90208,0.90245,0.9006,0.90096,
2022.01.21 03:00:00,0.90096,0.90155,0.90031,0.9015,
2022.01.21 04:00:00,0.90148,0.90173,0.90089,0.90133,
2022.01.21 05:00:00,0.90133,0.90135,0.90035,0.90098,
2022.01.21 06:00:00,0.90097,0.90102,0.89996,0.90065,
2022.01.21 07:00:00,0.90065,0.9009,0.90017,0.90064,
2022.01.21 08:00:00,0.90065,0.90121,0.90031,0.90068,
2022.01.21 09:00:00,0.90068,0.90093,0.90027,0.90086,
2022.01.21 10:00:00,0.90089,0.90126,0.9001,0.90063,
2022.01.21 11:00:00,0.90062,0.901,0.90006,0.90037,
2022.01.21 12:00:00,0.90039,0.9013,0.90031,0.90119,
2022.01.21 13:00:00,0.90119,0.90123,0.90067,0.90087,
2022.01.21 14:00:00,0.90087,0.90111,0.90012,0.90092,
2022.01.21 15:00:00,0.90092,0.90293,0.9005,0.90271,
2022.01.21 16:00:00,0.9027,0.90312,0.90184,0.90231,
2022.01.21 17:00:00,0.90231,0.9029,0.90137,0.90225,
2022.01.21 18:00:00,0.90227,0.90305,0.9019,0.90296,
2022.01.21 19:00:00,0.90297,0.90298,0.902,0.90253,
2022.01.21 20:00:00,0.90256,0.90278,0.90232,0.90265,
2022.01.21 21:00:00,0.90264,0.90325,0.90198,0.90224,
2022.01.21 22:00:00,0.90224,0.90306,0.90202,0.90293,
2022.01.21 23:00:00,0.90295,0.90313,0.90234,0.9026,
2022.01.24 00:00:00,0.90209,0.90263,0.90182,0.90203,
2022.01.24 01:00:00,0.90243,0.90346,0.90204,0.90286,
2022.01.24 02:00:00,0.90285,0.9033,0.90218,0.90251,
2022.01.24 03:00:00,0.90247,0.90292,0.90202,0.90238,
2022.01.24 04:00:00,0.90238,0.90281,0.90198,0.90208,
2022.01.24 05:00:00,0.90208,0.90228,0.90161,0.9019,
2022.01.24 06:00:00,0.90188,0.902,0.9013,0.9014,
2022.01.24 07:00:00,0.90143,0.90158,0.89978,0.90041,
2022.01.24 08:00:00,0.90041,0.90098,0.89979,0.9005,
2022.01.24 09:00:00,0.9005,0.90101,0.9002,0.90079,
2022.01.24 10:00:00,0.90079,0.90139,0.90035,0.90079,
2022.01.24 11:00:00,0.9008,0.9018,0.90064,0.90129,
2022.01.24 12:00:00,0.90127,0.90136,0.89876,0.89952,
2022.01.24 13:00:00,0.89952,0.90002,0.89912,0.89926,
2022.01.24 14:00:00,0.89926,0.89998,0.89892,0.89902,
2022.01.24 15:00:00,0.89902,0.89947,0.89853,0.89907,
2022.01.24 16:00:00,0.89906,0.89917,0.89788,0.89865,
2022.01.24 17:00:00,0.89865,0.90065,0.89853,0.90013,
2022.01.24 18:00:00,0.90013,0.90157,0.89982,0.90103,
2022.01.24 19:00:00,0.90101,0.90156,0.90068,0.90122,
2022.01.24 20:00:00,0.90123,0.90196,0.901,0.90103,
2022.01.24 21:00:00,0.90105,0.90165,0.9009,0.90156,
2022.01.24 22:00:00,0.90156,0.9027,0.9015,0.90269,
2022.01.24 23:00:00,0.90267,0.903,0.90195,0.9027,
2022.01.25 00:00:00,0.90201,0.90273,0.90163,0.90263,
2022.01.25 01:00:00,0.90258,0.90369,0.90228,0.90323,
2022.01.25 02:00:00,0.90327,0.90569,0.90262,0.90447,
2022.01.25 03:00:00,0.90447,0.90462,0.90372,0.90402,
2022.01.25 04:00:00,0.90402,0.90417,0.90329,0.90329,
2022.01.25 05:00:00,0.90329,0.90337,0.90277,0.90336,
2022.01.25 06:00:00,0.90336,0.9035,0.9023,0.90248,
2022.01.25 07:00:00,0.90248,0.90301,0.90231,0.90271,
2022.01.25 08:00:00,0.90271,0.90276,0.90205,0.90223,
2022.01.25 09:00:00,0.90223,0.90271,0.90185,0.90267,
2022.01.25 10:00:00,0.90266,0.9037,0.90227,0.90288,
2022.01.25 11:00:00,0.90288,0.9036,0.90269,0.90344,
2022.01.25 12:00:00,0.90343,0.90346,0.90168,0.9019,
2022.01.25 13:00:00,0.90191,0.9021,0.90075,0.90113,
2022.01.25 14:00:00,0.90113,0.90164,0.90093,0.90102,
2022.01.25 15:00:00,0.90102,0.90186,0.90084,0.90155,
2022.01.25 16:00:00,0.90156,0.90281,0.90108,0.90245,
2022.01.25 17:00:00,0.90241,0.90362,0.90175,0.90215,
2022.01.25 18:00:00,0.90215,0.90244,0.90148,0.90209,
2022.01.25 19:00:00,0.90209,0.90224,0.90156,0.90219,
2022.01.25 20:00:00,0.9022,0.90285,0.90194,0.90281,
2022.01.25 21:00:00,0.90283,0.90328,0.90252,0.90326,
2022.01.25 22:00:00,0.90326,0.90347,0.90286,0.90307,
2022.01.25 23:00:00,0.90306,0.9035,0.90291,0.90335,
2022.01.26 00:00:00,0.90275,0.90312,0.90218,0.9027,
2022.01.26 01:00:00,0.90258,0.90374,0.90256,0.9032,
2022.01.26 02:00:00,0.90319,0.90371,0.90316,0.90332,
2022.01.26 03:00:00,0.90332,0.90346,0.90289,0.90315,
