Price,Close,High,Low,Open,Volume
Ticker,SCHW,SCHW,SCHW,SCHW,SCHW
Date,,,,,
2018-01-02,46.721012115478516,46.875418510297045,46.28504662117534,46.82092152422949,7220800
2018-01-03,46.79368209838867,47.02074771214362,46.357716535748736,46.50303838996205,5522700
2018-01-04,47.05708312988281,47.665617364533155,46.902676697447596,47.166073663824584,5310400
2018-01-05,47.23872756958008,47.27505889840359,46.74826848944752,47.22056536991454,5696200
2018-01-08,47.44762420654297,47.52936795235686,47.08431789964885,47.13881488510669,4803600
2018-01-09,48.446712493896484,48.673778074864366,47.520284507778044,47.602028255516316,6660600
2018-01-10,48.64653778076172,49.48213756672715,48.455800034185906,48.5738751221145,9043300
2018-01-11,49.2005729675293,49.25506995930599,48.355892115840334,48.819104419330806,5379300
2018-01-12,50.308658599853516,50.42673369329083,49.645627400122535,49.645627400122535,7517000
2018-01-16,50.43581008911133,50.98076960931858,49.92718536127988,50.617463262513745,9365300
2018-01-17,50.944427490234375,51.08974930522386,49.51845609791709,50.50846204526591,8312200
2018-01-18,50.2541618347168,51.06251484176638,50.08158975585484,50.66287715576707,5837300
2018-01-19,50.39039993286133,50.49939045591615,50.09067512827401,50.3540686035943,7439500
2018-01-22,50.354068756103516,50.5084751735829,49.709203251018835,50.31774089147272,7245600
2018-01-23,50.245079040527344,50.73554160076425,49.9816820954283,50.09975718542896,7011500
2018-01-24,50.308658599853516,50.74462417783773,49.91810545326936,50.63563364952828,6351400
2018-01-25,49.20964813232422,50.55387582333981,49.03707955511288,50.50846340457319,7453700
2018-01-26,49.29140853881836,49.43673040685624,48.81003050058287,49.382233407062046,8782000
2018-01-29,49.09158706665039,49.72737150486739,48.92809954068755,49.373149686863385,8052400
2018-01-30,48.319557189941406,49.39130702852053,48.319557189941406,48.828181882998706,8368000
2018-01-31,48.446712493896484,48.873596894834755,48.20148125068168,48.53753734038532,7737200
2018-02-01,49.87269592285156,49.88177702376123,48.265070811602975,48.392227012818125,6938100
2018-02-02,48.446712493896484,49.99984023617779,48.265059336173024,49.72736223196549,9097600
2018-02-05,46.58478927612305,49.137004947733246,46.27597985558429,47.7201175185822,11267100
2018-02-06,48.01074981689453,48.283227837126574,44.64109722875886,45.413118863540646,14434800
2018-02-07,47.25688934326172,48.156070601508546,46.902667578261614,47.03890831775978,10182200
2018-02-08,44.49956512451172,47.47529976734316,44.49956512451172,47.311500885946536,11895200
2018-02-09,45.609771728515625,45.973777687717444,43.71694976635323,45.69167289576513,12923600
2018-02-12,46.355979919433594,46.86558755812565,45.89187562832075,46.155779770040816,7561300
2018-02-13,46.547080993652344,46.61078150914237,45.76447069315467,46.07387468471381,6467100
2018-02-14,47.684593200683594,47.87569473930949,46.319576259497055,46.36507612991975,5995500
2018-02-15,47.62090301513672,48.34891151403258,47.01119351071132,48.15780646254501,4921400
2018-02-16,47.47529602050781,47.85750263738481,47.065793642207176,47.35699703058098,5886200
2018-02-20,47.630001068115234,47.975806402991964,47.27509714584995,47.27509714584995,4671500
2018-02-21,47.593597412109375,48.3489085703271,47.511696244006465,47.575396766817825,5896600
2018-02-22,47.347900390625,48.31251389464221,47.18409803199154,47.948507881808155,6315600
2018-02-23,47.99401092529297,48.01220810153974,47.347900083137574,47.50260385258388,5252800
2018-02-26,48.894920349121094,48.894920349121094,47.793807202613564,48.23061233168882,5767300
2018-02-27,48.9586181640625,50.405536592598985,48.904019695593675,48.904019695593675,8601900
2018-02-28,48.24881362915039,49.60472891802552,48.23061298126647,49.14062454695074,5915600
2018-03-01,47.36609649658203,48.676515239996675,46.85649229318147,48.13960833182946,7096100
2018-03-02,47.89390182495117,48.01220080968149,45.92827730406287,46.92018988695759,8586600
2018-03-05,48.78571319580078,48.99501540760752,47.138591261906775,47.28419295148616,5762400
2018-03-06,49.80492401123047,49.81402606931699,48.54910729447982,48.867613370565245,7464500
2018-03-07,50.44193649291992,50.478337785172855,48.367111434358826,49.08601786355364,7656100
2018-03-08,50.87873458862305,50.93333651949334,49.95052259233498,50.660330336559696,8160800
2018-03-09,52.507659912109375,52.53495914400315,51.324645753998304,51.333744340823536,7152200
2018-03-12,52.56226348876953,52.817069073096775,52.36206331637765,52.65326672296442,6020000
2018-03-13,51.579444885253906,52.88076142600161,51.47024449252076,52.70785704347142,7050000
2018-03-14,50.906036376953125,51.90705099804722,50.57843518951916,51.27914091144164,9871100
2018-03-15,50.5875244140625,51.25183219538593,50.22351853349912,51.25183219538593,5309700
2018-03-16,50.696739196777344,51.424747693373845,50.56933814380025,50.76954178214616,8231300
2018-03-19,50.66033172607422,50.924235858725616,49.71392253162237,50.65123313972185,6769900
2018-03-20,50.93334197998047,51.21544330784276,50.496536900442365,50.687638471849375,5486700
