Price,Close,High,Low,Open,Volume
Ticker,CNP,CNP,CNP,CNP,CNP
Date,,,,,
2018-01-02,22.48225212097168,22.80319759296215,22.434109152381566,22.779126108667093,2553700
2018-01-03,22.434110641479492,22.66679708061045,22.297710145919893,22.385969200082645,3318100
2018-01-04,22.458181381225586,22.827269834042443,22.39399228469945,22.418063769792543,4774800
2018-01-05,22.361896514892578,22.674818141357427,22.257588285811867,22.490274696539114,4535100
2018-01-08,22.49830436706543,22.610634922581557,22.297713214850035,22.530398155617593,4733600
2018-01-09,22.273637771606445,22.610630908720523,22.19340101888619,22.522370327689362,2614700
2018-01-10,21.872451782226562,22.233514811879044,21.85640412836063,22.233514811879044,4141600
2018-01-11,22.008865356445312,22.1613150875865,21.840367962996776,21.928628575297882,3610000
2018-01-12,21.96071434020996,22.048973383701775,21.752099412194376,21.944666684888304,3957900
2018-01-16,22.081071853637695,22.161308611337358,21.82431545330986,22.032928880784578,4905900
2018-01-17,22.369918823242188,22.458179397063663,22.12118628747733,22.16130542575466,4922900
2018-01-18,22.329805374145508,22.466207408915192,22.12119040741605,22.402018306105276,4415100
2018-01-19,22.305728912353516,22.53841531464175,22.24153982385824,22.4100371376512,3563900
2018-01-22,22.29770851135254,22.538417231080096,22.257589371138803,22.434108996913096,2902200
2018-01-23,22.530393600463867,22.602606523092653,22.225495784111324,22.369920098980174,2774200
2018-01-24,22.578535079956055,22.610630392466856,22.369920139802055,22.490276031328822,4402500
2018-01-25,22.77110481262207,22.795176299593777,22.490278449896625,22.578537508015096,4441800
2018-01-26,22.835290908813477,22.859362392617147,22.602606020266123,22.81924478333306,3052600
2018-01-29,22.249563217163086,22.80319505112716,22.241539389959136,22.73900596388412,4638600
2018-01-30,22.321775436401367,22.458177433843176,22.193397265913607,22.29770548592773,4479500
2018-01-31,22.61063003540039,22.618653863401377,22.265613083301453,22.377943614537866,4541000
2018-02-01,22.241544723510742,22.72296375847274,22.201427108259292,22.602609382329472,5210800
2018-02-02,22.105138778686523,22.361896674197364,22.081068825949227,22.145257917229774,4374300
2018-02-05,21.591629028320312,22.297710660241876,21.591629028320312,22.040952729295668,4794200
2018-02-06,21.118234634399414,21.374991044604197,20.741123848209753,21.374991044604197,6675100
2018-02-07,21.150331497192383,21.535466140657157,21.06207090083582,21.110212348671656,5097700
2018-02-08,20.741119384765625,21.28672740423158,20.73309555737482,21.118230089801873,5480900
2018-02-09,21.262657165527344,21.43917678728236,20.765190550925116,20.79728586236531,4156900
2018-02-12,21.44719886779785,21.575577042322042,21.1342772586937,21.29475074204322,2870900
2018-02-13,21.479299545288086,21.56755860584062,21.198471644428896,21.383015125134758,3354700
2018-02-14,21.23444175720215,21.469568405665154,21.177687102278266,21.372275153352312,2990000
2018-02-15,21.69658660888672,21.69658660888672,21.242547864124834,21.291194485880123,3202800
2018-02-16,21.81820297241211,21.883065647369133,21.599290864514106,21.63983100289234,3285000
2018-02-20,21.672266006469727,21.891178159209453,21.607403318226304,21.73712869471315,3638100
