Price,Close,High,Low,Open,Volume
Ticker,HSY,HSY,HSY,HSY,HSY
Date,,,,,
2018-01-02,95.70790100097656,97.31284783919486,95.57984524225161,96.87746737799104,845800
2018-01-03,95.306640625,95.98106138602849,95.07614552314251,95.8103247559996,818800
2018-01-04,95.97252655029297,96.23717680486976,95.4688489117496,95.76764128318933,679700
2018-01-05,96.43351745605469,96.58718302538851,95.2895677279355,96.09203768940343,767100
2018-01-08,97.37258911132812,97.85919569791156,96.46767319916587,96.66402619625774,869700
2018-01-09,97.13356018066406,97.69700284300151,97.02258201074257,97.46650120361414,584100
2018-01-10,94.60661315917969,95.60543615567106,93.53949290313714,95.05053231989191,1309600
2018-01-11,93.9834213256836,94.58101263586966,93.76146498004681,94.54686400272881,763900
2018-01-12,93.28340148925781,94.30784106319035,93.24925936532796,94.14563666518406,621400
2018-01-16,92.44676208496094,93.3004582831637,91.55891725724783,91.61013694492077,1641100
2018-01-17,92.99311828613281,93.61631931734931,92.28454894585246,92.62602869529229,1509800
2018-01-18,92.01991271972656,93.28337942829855,91.84916957452425,93.10410401072488,700100
2018-01-19,93.3687744140625,93.5224400213256,92.29311516322083,92.32726379963334,1046600
2018-01-22,93.87244415283203,93.90659278633665,93.18095223562484,93.40291509681187,1137300
2018-01-23,94.59809112548828,94.96518081910096,93.74439476947612,93.97489643298374,762800
2018-01-24,94.1712417602539,94.75175553555101,93.68463510398914,94.24807781818319,910000
2018-01-25,94.95664978027344,95.25544220612726,94.05172720216221,94.31637750493536,562900
2018-01-26,94.82006072998047,95.45179425456382,94.45297101031986,95.22983787574523,1116200
2018-01-29,93.6248779296875,94.80298307104674,93.6078068683457,94.54687155861569,798600
2018-01-30,93.50534057617188,94.21390996133181,93.04434386220703,93.26630669037934,862600
2018-01-31,94.18831634521484,94.70053283347069,93.37730093505591,93.39437850880319,1254700
2018-02-01,88.58807373046875,90.70524369619143,87.75999368262508,90.02228396191012,3156100
2018-02-02,87.90510559082031,89.88568066828462,87.1965361265639,87.35874050139469,2333400
2018-02-05,85.5147705078125,88.16122815915365,85.5147705078125,87.79413843081625,1878100
2018-02-06,86.47090911865234,86.85506989329357,84.38788781888863,84.92572071921033,2551000
2018-02-07,84.55007934570312,86.50504458519976,84.54154055931282,86.22332325299077,1664100
2018-02-08,83.36344146728516,85.25010942880449,83.33783162147945,84.80618372422018,1824000
2018-02-09,85.08789825439453,85.61719224042628,83.52563265324343,84.02077800986811,1898500
2018-02-12,85.18181610107422,85.77940742129513,84.79765536986399,85.36963032990977,1234200
2018-02-13,84.97694396972656,85.34403369751244,84.14885738519652,84.7635198608554,1130000
2018-02-14,84.53301239013672,85.00254800279129,83.74761328641131,84.35373693253764,955300
2018-02-15,86.04405212402344,86.18917893399319,83.79883316675014,84.6269131188525,982600
2018-02-16,85.97576141357422,86.07820732364176,84.51594138934071,85.71111762071615,2472000
2018-02-20,85.28425598144531,85.83915984205262,84.9939958719583,85.73671394814214,1153800
2018-02-21,83.56834411621094,85.64282672905792,83.55127305318753,85.14768122994847,1166900
2018-02-22,83.42738342285156,84.37278359544419,81.82879493439593,82.39603897222837,1200300
2018-02-23,83.32422637939453,83.98601093154763,82.82574706346772,83.37579817955192,1252500
2018-02-26,84.22667694091797,84.65640488449408,83.32424563655692,83.43597909844866,881200
2018-02-27,84.38996887207031,85.47287848167457,84.04618523342701,84.34699345831709,1492900
2018-02-28,84.45013427734375,85.24083209144135,84.36419000313798,84.85407957895147,1309100
2018-03-01,84.05477905273438,85.18066404160238,83.40159081503411,84.39855612371916,1219600
2018-03-02,84.9743881225586,85.3009789306949,83.65941538269347,83.65941538269347,973700
2018-03-05,85.47289276123047,85.5158681821634,84.66500861614594,84.66500861614594,1210400
2018-03-06,85.40413665771484,85.61900063652422,84.80251358277165,85.47288814751637,1009400
2018-03-07,85.8424301147461,85.8424301147461,84.29541384021576,84.57043939282957,1009700
2018-03-08,85.644775390625,86.24639185312707,85.02596613940706,85.94558362187603,951200
2018-03-09,86.25498962402344,86.25498962402344,85.34396852137347,85.7822862837082,647900
2018-03-12,86.80504608154297,87.50979965873175,86.3925043635438,86.3925043635438,818400
2018-03-13,87.49259185791016,87.83636888818165,86.67610501819901,87.09723647027016,1246900
2018-03-14,87.38946533203125,88.52394671699307,87.22616663301042,87.51838501246205,994800
2018-03-15,86.75347137451172,88.2489226447241,86.36671232656076,87.61292718267728,1218500
2018-03-16,86.82221984863281,87.49260086377014,85.97136046401438,86.93395329638598,2293200
2018-03-19,86.00574493408203,87.15741915984847,85.69634030967478,86.7448774749296,1146600
2018-03-20,86.22919464111328,86.75346315901659,85.81665300712515,86.1776228386605,777600
2018-03-21,84.63060760498047,85.40411908092557,83.67661121083601,85.36114367115704,1492500
2018-03-22,83.41020202636719,85.35256773956694,83.37582300173598,84.46732916598084,996800
2018-03-23,82.55933380126953,84.69938376901737,82.43901049671283,83.62506386609796,1418200
2018-03-26,84.24385070800781,84.35558415336641,82.76559230883063,83.289860846988,1085300
2018-03-27,84.04619598388672,84.93143454056418,83.65943688201932,84.29543898985592,1032500
2018-03-28,84.4415283203125,85.46428277178575,84.26963979136626,84.26963979136626,1063700
2018-03-29,85.05174255371094,85.53303568856198,84.66499007850952,84.81969238001552,896900
2018-04-02,83.40160369873047,84.81970728555385,82.94609310789477,84.69078758545565,804300
2018-04-03,84.06336212158203,84.39854932879541,83.18672016974553,83.90865982924302,848300
2018-04-04,86.46126556396484,86.86521090168823,83.58208949932136,83.58208949932136,1331000
2018-04-05,85.68775177001953,86.80504707803364,85.12051427802818,86.80504707803364,1039000
2018-04-06,84.95719909667969,86.48702927390687,84.48450237112321,85.41270959246903,774000
2018-04-09,85.39552307128906,86.27216504321494,84.32979978693506,85.23222438198714,744800
2018-04-10,82.38744354248047,84.19229963077954,82.10382152024154,83.54770770230644,2460900
2018-04-11,83.06641387939453,83.50473822350902,82.22414421395179,82.32728128231054,1027800
