Price,Close,High,Low,Open,Volume
Ticker,EFX,EFX,EFX,EFX,EFX
Date,,,,,
2018-01-02,112.18943786621094,112.23635904981361,110.15287376314794,110.90367714313035,1674500
2018-01-03,112.77130126953125,112.94961319972452,111.84217173952526,112.33020067331287,1493700
2018-01-04,114.16030883789062,114.40432334232598,113.01532596353256,113.03410016555227,1237000
2018-01-05,115.27714538574219,115.3616078197774,114.01015875338962,114.43248524408693,848200
2018-01-08,114.48876953125,115.38035783395777,114.39492001524368,115.38035783395777,2727300
2018-01-09,114.73279571533203,115.35221547268308,114.16969140154188,114.49816832123115,720100
2018-01-10,113.72859191894531,114.61079322107666,113.41888203710006,114.54509783646645,1026700
2018-01-11,114.01953887939453,114.5920303563178,113.46582160579433,113.85060685078996,1078900
2018-01-12,115.2958984375,115.38974796179282,113.86936705157376,114.57324922415954,1118500
2018-01-16,114.64834594726562,115.34284110560198,114.3198618310527,115.26775861273842,1014400
2018-01-17,115.64315032958984,118.01757839540251,114.1509163903606,115.08004601979495,978900
2018-01-18,115.2865219116211,116.00917835150678,114.92989082249257,115.3428373595701,929300
2018-01-19,116.87258911132812,117.5670841496592,115.58683565444943,115.84961717380392,1177900
2018-01-22,117.3136978149414,117.97065165860113,116.37518823242186,116.46903775862185,1326400
2018-01-23,117.3042984008789,117.98002637500377,116.7505812422405,117.3042984008789,923200
2018-01-24,117.99881744384766,118.5806888245506,117.40755180182995,117.82988542616548,1500500
2018-01-25,118.95609283447266,119.60366675538732,118.0081961253567,118.44929678683422,1045700
2018-01-26,119.65059661865234,119.87584409633698,118.79655653661167,119.72567911121389,1087900
2018-01-29,117.09784698486328,119.5473577672965,116.52536268040117,119.40658704667658,1005700
2018-01-30,115.51174926757812,117.44507651765998,115.3991255515529,116.20624428241914,1576100
2018-01-31,117.24799346923828,117.96126270231028,115.35220740795928,116.20624733944213,887700
2018-02-01,116.51596069335938,117.36062071047111,115.89654096072427,117.17291450652431,676500
2018-02-02,114.01953887939453,115.83086284599787,113.62536653273737,115.83086284599787,1661100
2018-02-05,111.11953735351562,115.66192035121824,110.84736871204436,113.46581133834383,1452100
2018-02-06,111.12892150878906,112.13312646126808,108.86711001044056,109.00788787785085,1462500
2018-02-07,110.36873626708984,113.23119363784699,110.16226299309942,110.96000194447345,1126100
